stn,wban,c,year
968390,99999,59,1992
719200,99999,59,1992
874360,99999,59,1992
471390,99999,59,1992
308580,99999,59,1984
248780,99999,59,1984
746941,13786,59,1984
702648,99999,59,1994
081750,99999,59,1994
292530,99999,59,1994
162210,99999,59,1994
872890,99999,59,1988
619680,99999,59,1988
655570,99999,59,1988
294010,99999,59,1988
311680,99999,59,1988
783440,99999,59,1982
295870,99999,59,1982
872570,99999,59,1982
725866,99999,59,1982
081750,99999,59,1982
835830,99999,59,1983
972400,99999,59,1983
297120,99999,59,1983
360200,99999,59,1983
540270,99999,59,1983
308790,99999,59,1983
309650,99999,59,1983
160903,99999,59,1983
719100,99999,59,1983
294010,99999,59,1990
296260,99999,59,1990
725069,99999,59,1990
101200,99999,59,1989
176090,99999,59,1989
725295,99999,59,1989
727555,99999,59,1989
726406,99999,59,1989
434670,99999,59,1989
285870,99999,59,1989
350260,99999,59,1989
724655,93990,59,1986
306170,99999,59,1987
389440,99999,59,1987
248170,99999,59,1987
726886,24130,59,1987
364280,99999,59,1996
010750,99999,59,1996
263180,99999,59,1996
153480,99999,59,1996
526520,99999,59,1996
724765,99999,59,1996
723658,23090,59,1996
539470,99999,59,1998
825790,99999,59,1998
537050,99999,59,1998
484540,99999,59,1998
948550,99999,59,1998
164700,99999,59,1998
264360,99999,59,1998
965570,99999,59,1999
285860,99999,59,1999
164100,99999,59,1999
307410,99999,59,1981
878960,99999,59,1981
356050,99999,59,1981
299990,99999,59,1981
725740,24027,59,1981
973880,99999,59,1995
263780,99999,59,1985
083300,99999,59,1991
297360,99999,59,1991
301510,99999,59,1991
726377,99999,59,1991
425910,99999,59,1997
577740,99999,59,1997
297890,99999,59,1997
152850,99999,59,1997
607500,99999,59,1997
725830,24128,59,1997
601560,99999,59,1993
344070,99999,59,1993
309610,99999,59,1993
287980,99999,59,1993
764055,99999,59,1993
508440,99999,59,1992
150840,99999,59,1992
601410,99999,59,1992
084100,99999,59,1992
555780,99999,59,1992
154700,99999,59,1992
945950,99999,59,1992
946490,99999,59,1992
789560,99999,59,1984
670270,99999,59,1984
582150,99999,59,1984
864400,99999,59,1984
299390,99999,59,1984
287860,99999,59,1984
302530,99999,59,1984
726866,99999,59,1984
537230,99999,59,1994
948550,99999,59,1994
162630,99999,59,1994
527370,99999,59,1988
645650,99999,59,1988
258210,99999,59,1988
718275,99999,59,1988
377090,99999,59,1982
655450,99999,59,1982
317130,99999,59,1983
607200,99999,59,1983
020360,99999,59,1983
309750,99999,59,1983
303850,99999,59,1983
167420,99999,59,1983
308440,99999,59,1983
402900,99999,59,1983
702736,99999,59,1983
678430,99999,59,1990
603400,99999,59,1990
350530,99999,59,1990
218350,99999,59,1990
653870,99999,59,1990
234310,99999,59,1990
649710,99999,59,1989
767584,99999,59,1989
726956,99999,59,1989
865000,99999,59,1989
943630,99999,59,1989
237240,99999,59,1989
516560,99999,59,1989
725525,99999,59,1986
296420,99999,59,1986
537720,99999,59,1986
163100,99999,59,1987
233240,99999,59,1987
259270,99999,59,1987
294670,99999,59,1996
028010,99999,59,1996
470680,99999,59,1996
470500,99999,59,1998
143240,99999,59,1998
167430,99999,59,1999
682670,99999,59,1999
136150,99999,59,1999
026540,99999,59,1981
308020,99999,59,1981
263180,99999,59,1995
671430,99999,59,1995
722867,23156,59,1995
725565,99999,59,1985
372670,99999,59,1991
546020,99999,59,1997
804530,99999,59,1997
084580,99999,59,1997
853650,99999,59,1997
110210,99999,59,1997
247240,99999,59,1997
605500,99999,59,1997
010970,99999,59,1997
718275,99999,59,1997
033850,99999,59,1993
642100,99999,59,1993
309570,99999,59,1993
686740,99999,59,1993
943840,99999,59,1993
433290,99999,59,1992
336630,99999,59,1992
949560,99999,59,1984
347470,99999,59,1984
346460,99999,59,1994
789820,99999,59,1994
299620,99999,59,1994
307120,99999,59,1994
434970,99999,59,1994
477760,99999,59,1994
076570,99999,59,1988
075600,99999,59,1982
567630,99999,59,1982
290370,99999,59,1982
433210,99999,59,1982
405760,99999,59,1982
682440,99999,59,1983
969350,99999,59,1983
246560,99999,59,1983
154820,99999,59,1983
725685,24019,59,1983
724844,99999,59,1983
082240,99999,59,1990
943740,99999,59,1990
725533,99999,59,1989
672170,99999,59,1989
312860,99999,59,1989
533910,99999,59,1989
092640,99999,59,1989
787410,99999,59,1986
605350,99999,59,1986
132950,99999,59,1986
581220,99999,59,1986
259410,99999,59,1986
293670,99999,59,1986
296310,99999,59,1986
316240,99999,59,1986
537640,99999,59,1987
341860,99999,59,1987
235270,99999,59,1987
722785,23111,59,1987
036283,99999,59,1996
526740,99999,59,1996
876230,99999,59,1996
314890,99999,59,1996
510870,99999,59,1996
601350,99999,59,1998
723528,99999,59,1999
646100,99999,59,1999
143010,99999,59,1999
842044,99999,59,1999
528250,99999,59,1981
471060,99999,59,1981
725627,99999,59,1981
295780,99999,59,1981
360830,99999,59,1981
294050,99999,59,1981
355490,99999,59,1981
724635,23067,59,1981
119160,99999,59,1995
067240,99999,59,1995
836710,99999,59,1985
230780,99999,59,1985
300540,99999,59,1985
987470,99999,59,1991
084100,99999,59,1991
653350,99999,59,1991
946050,99999,59,1991
702084,99999,59,1991
890540,99999,59,1997
345790,99999,59,1997
151080,99999,59,1993
154050,99999,59,1993
421820,99999,59,1993
308060,99999,59,1993
916310,99999,59,1992
321560,99999,59,1992
302300,99999,59,1992
607380,99999,59,1992
944610,99999,59,1992
154600,99999,59,1992
401000,99999,59,1992
947280,99999,59,1992
724506,13986,59,1984
471040,99999,59,1984
220040,99999,59,1994
300540,99999,59,1994
238480,99999,59,1994
783550,99999,59,1994
763930,99999,59,1994
075880,99999,59,1994
724936,23254,59,1994
766790,99999,59,1994
095580,99999,59,1988
589380,99999,59,1988
874670,99999,59,1988
306370,99999,59,1988
541020,99999,59,1988
767370,99999,59,1982
967910,99999,59,1982
726366,99999,59,1982
291030,99999,59,1982
556640,99999,59,1982
246410,99999,59,1982
512430,99999,59,1982
307390,99999,59,1982
294980,99999,59,1983
236320,99999,59,1983
812530,99999,59,1983
350370,99999,59,1983
162060,99999,59,1983
855740,99999,59,1983
161970,99999,59,1990
722906,93112,59,1990
346910,99999,59,1990
986530,99999,59,1990
671970,99999,59,1990
601500,99999,59,1990
154120,99999,59,1989
154080,99999,59,1989
311990,99999,59,1989
280490,99999,59,1989
543370,99999,59,1989
724838,99999,59,1989
295530,99999,59,1986
725685,24019,59,1986
076520,99999,59,1986
484600,99999,59,1986
031330,99999,59,1986
724930,23230,59,1986
722901,99999,59,1987
874530,99999,59,1987
083480,99999,59,1987
238410,99999,59,1987
311580,99999,59,1987
163500,99999,59,1987
484180,99999,59,1996
505270,99999,59,1996
723930,99999,59,1996
724635,23067,59,1996
402700,99999,59,1996
526330,99999,59,1998
702915,99999,59,1998
162160,99999,59,1998
947110,99999,59,1998
724797,23176,59,1999
719040,99999,59,1999
172050,99999,59,1999
935980,99999,59,1981
309350,99999,59,1981
653870,99999,59,1995
106400,99999,59,1995
243430,99999,59,1995
851410,99999,59,1985
984340,99999,59,1985
233220,99999,59,1985
389330,99999,59,1985
723658,23090,59,1991
467350,99999,59,1991
154620,99999,59,1991
012380,99999,59,1991
304930,99999,59,1991
301650,99999,59,1997
542260,99999,59,1997
161380,99999,59,1997
167193,99999,59,1997
566640,99999,59,1993
467590,99999,59,1993
151860,99999,59,1992
800940,99999,59,1992
764710,99999,59,1992
337610,99999,59,1992
912213,99999,59,1992
234160,99999,59,1984
619680,99999,59,1984
540270,99999,59,1984
200690,99999,59,1984
719964,99999,59,1984
719974,99999,59,1984
875440,99999,59,1994
916360,99999,59,1994
873710,99999,59,1994
318450,99999,59,1994
546160,99999,59,1994
528760,99999,59,1988
236320,99999,59,1988
231140,99999,59,1988
233390,99999,59,1988
306860,99999,59,1988
935260,99999,59,1982
166500,99999,59,1982
471425,99999,59,1982
401000,99999,59,1982
084290,99999,59,1982
746120,93104,59,1982
837410,99999,59,1983
543630,99999,59,1983
302550,99999,59,1983
616950,99999,59,1983
306790,99999,59,1983
067500,99999,59,1983
151080,99999,59,1990
428400,99999,59,1990
296310,99999,59,1990
360030,99999,59,1990
785203,99999,59,1990
076460,99999,59,1989
911977,99999,59,1989
171120,99999,59,1989
219210,99999,59,1989
295480,99999,59,1989
306920,99999,59,1989
239660,99999,59,1989
670270,99999,59,1989
722690,99999,59,1989
724760,23066,59,1989
153010,99999,59,1986
299150,99999,59,1986
604680,99999,59,1987
682400,99999,59,1987
941470,99999,59,1987
711320,99999,59,1996
101230,99999,59,1996
325830,99999,59,1996
407030,99999,59,1996
983240,99999,59,1998
428400,99999,59,1998
825990,99999,59,1998
421010,99999,59,1998
724725,99999,59,1998
350780,99999,59,1998
546020,99999,59,1999
341860,99999,59,1999
388120,99999,59,1999
714963,99999,59,1999
022620,99999,59,1981
217120,99999,59,1981
943265,99999,59,1981
821910,99999,59,1981
317330,99999,59,1981
289780,99999,59,1981
384230,99999,59,1981
873710,99999,59,1995
719070,99999,59,1995
302460,99999,59,1995
255940,99999,59,1995
940870,99999,59,1995
725555,99999,59,1985
517110,99999,59,1985
154700,99999,59,1985
306270,99999,59,1985
434210,99999,59,1985
307270,99999,59,1985
176010,99999,59,1985
726835,24230,59,1985
290230,99999,59,1991
344070,99999,59,1991
308380,99999,59,1991
307310,99999,59,1991
766493,99999,59,1991
111800,99999,59,1997
471385,99999,59,1997
221000,99999,59,1993
677610,99999,59,1993
076800,99999,59,1992
236620,99999,59,1992
297060,99999,59,1992
995170,99999,59,1992
238490,99999,59,1992
347170,99999,59,1984
347200,99999,59,1994
766800,99999,59,1994
113850,99999,59,1994
711300,99999,59,1988
209460,99999,59,1988
727346,99999,59,1988
985310,99999,59,1982
230320,99999,59,1982
725556,99999,59,1982
999999,94728,59,1982
234230,99999,59,1983
230240,99999,59,1983
386110,99999,59,1990
233830,99999,59,1990
377890,99999,59,1990
945850,99999,59,1990
154020,99999,59,1989
787140,99999,59,1986
835540,99999,59,1986
245850,99999,59,1986
231740,99999,59,1986
537050,99999,59,1986
722780,23183,59,1986
233110,99999,59,1987
537380,99999,59,1987
442390,99999,59,1987
288950,99999,59,1987
972700,99999,59,1996
765480,99999,59,1996
167430,99999,59,1996
722520,12920,59,1996
133480,99999,59,1998
672830,99999,59,1998
152640,99999,59,1998
375530,99999,59,1998
722780,23183,59,1998
070570,99999,59,1998
224220,99999,59,1999
043610,99999,59,1999
304550,99999,59,1999
160220,99999,58,1981
280490,99999,58,1981
872170,99999,58,1981
711940,99999,58,1995
711290,99999,58,1985
082380,99999,58,1985
344760,99999,58,1985
302460,99999,58,1985
351330,99999,58,1985
724024,93739,58,1985
321160,99999,58,1985
151080,99999,58,1991
766014,99999,58,1991
768056,99999,58,1991
534630,99999,58,1997
723723,23184,58,1997
722541,99999,58,1997
617010,99999,58,1993
255630,99999,58,1993
060890,99999,58,1992
389870,99999,58,1992
603180,99999,58,1992
320360,99999,58,1992
150150,99999,58,1992
133700,99999,58,1992
343630,99999,58,1992
298270,99999,58,1984
804570,99999,58,1984
131220,99999,58,1994
153200,99999,58,1988
528360,99999,58,1988
042300,99999,58,1988
872700,99999,58,1988
722906,93112,58,1988
722404,13941,58,1988
727458,99999,58,1988
526450,99999,58,1982
517050,99999,58,1982
281650,99999,58,1982
161160,99999,58,1982
670050,99999,58,1982
293670,99999,58,1982
308790,99999,58,1982
847350,99999,58,1982
434500,99999,58,1983
076800,99999,58,1983
131300,99999,58,1983
077560,99999,58,1983
724971,99999,58,1983
969870,99999,58,1983
829650,99999,58,1990
726059,99999,58,1990
768053,99999,58,1990
094900,99999,58,1989
724930,23230,58,1989
280660,99999,58,1989
297260,99999,58,1989
725645,24022,58,1989
310830,99999,58,1986
083350,99999,58,1987
230290,99999,58,1987
535640,99999,58,1987
308380,99999,58,1987
915830,99999,58,1996
949830,99999,58,1996
484610,99999,58,1996
320270,99999,58,1996
303200,99999,58,1996
314840,99999,58,1998
135910,99999,58,1998
671570,99999,58,1998
249590,99999,58,1998
305260,99999,58,1999
249440,99999,58,1999
971920,99999,58,1999
947700,99999,58,1999
970720,99999,58,1981
231210,99999,58,1981
238590,99999,58,1981
742010,24228,58,1981
074280,99999,58,1981
095690,99999,58,1981
013680,99999,58,1995
164800,99999,58,1995
723525,93986,58,1985
023040,99999,58,1985
301510,99999,58,1985
653760,99999,58,1985
858960,99999,58,1985
234110,99999,58,1985
985380,99999,58,1985
295870,99999,58,1985
208910,99999,58,1985
512430,99999,58,1985
943670,99999,58,1985
415710,99999,58,1991
081300,99999,58,1991
386090,99999,58,1991
321330,99999,58,1991
945270,99999,58,1991
304690,99999,58,1997
702615,99999,58,1997
723930,99999,58,1997
411140,99999,58,1993
876230,99999,58,1993
572510,99999,58,1993
354970,99999,58,1992
238670,99999,58,1992
311370,99999,58,1992
229810,99999,58,1984
155010,99999,58,1984
727826,24141,58,1994
308120,99999,58,1994
304330,99999,58,1994
030770,99999,58,1994
407030,99999,58,1994
560410,99999,58,1988
234110,99999,58,1988
764915,99999,58,1988
283820,99999,58,1982
646000,99999,58,1982
238430,99999,58,1982
307270,99999,58,1982
646500,99999,58,1982
488550,99999,58,1982
231460,99999,58,1982
249080,99999,58,1983
702717,99999,58,1983
724027,99999,58,1983
724065,93733,58,1983
875340,99999,58,1990
284980,99999,58,1990
245850,99999,58,1990
309150,99999,58,1990
724835,23206,58,1990
724836,23208,58,1990
727452,99999,58,1989
315500,99999,58,1989
316320,99999,58,1989
302530,99999,58,1986
725295,99999,58,1986
512880,99999,58,1987
419230,99999,58,1987
917010,99999,58,1987
312570,99999,58,1987
653190,99999,58,1996
012180,99999,58,1996
339240,99999,58,1996
723565,99999,58,1996
013640,99999,58,1998
678530,99999,58,1998
956000,99999,58,1998
719540,26394,58,1998
536730,99999,58,1999
966150,99999,58,1999
081750,99999,58,1999
601270,99999,58,1999
151630,99999,58,1999
161150,99999,58,1981
377400,99999,58,1981
723155,99999,58,1981
467770,99999,58,1981
542840,99999,58,1981
442310,99999,58,1981
524950,99999,58,1981
359250,99999,58,1981
308230,99999,58,1981
726228,99999,58,1995
471315,99999,58,1995
637720,99999,58,1985
295590,99999,58,1985
230740,99999,58,1985
746941,13786,58,1985
725626,24091,58,1991
725910,24216,58,1991
401760,99999,58,1997
354260,99999,58,1997
152620,99999,58,1997
306270,99999,58,1997
851140,99999,58,1997
160610,99999,58,1997
357000,99999,58,1993
370470,99999,58,1993
157120,99999,58,1993
219820,99999,58,1993
804790,99999,58,1993
865750,99999,58,1992
767260,99999,58,1992
710720,99999,58,1992
837680,99999,58,1984
724676,99999,58,1984
238670,99999,58,1994
344320,99999,58,1994
726189,99999,58,1994
723536,99999,58,1994
947530,99999,58,1994
235160,99999,58,1988
488770,99999,58,1988
209670,99999,58,1988
725760,24021,58,1988
702755,99999,58,1988
724666,99999,58,1988
670230,99999,58,1982
467440,99999,58,1982
874970,99999,58,1982
076880,99999,58,1982
354060,99999,58,1982
295400,99999,58,1982
403560,99999,58,1982
718450,99999,58,1983
237740,99999,58,1983
360830,99999,58,1983
171120,99999,58,1990
171100,99999,58,1990
604300,99999,58,1990
308750,99999,58,1990
874530,99999,58,1990
111380,99999,58,1990
082130,99999,58,1990
307120,99999,58,1990
387630,99999,58,1990
960110,99999,58,1989
011990,99999,58,1989
072080,99999,58,1989
156270,99999,58,1989
783150,99999,58,1989
308180,99999,58,1989
339240,99999,58,1989
638160,99999,58,1986
308220,99999,58,1986
725847,99999,58,1987
360210,99999,58,1987
278230,99999,58,1996
685120,99999,58,1996
533910,99999,58,1996
702670,26415,58,1996
723604,23007,58,1996
303170,99999,58,1998
021540,99999,58,1998
361770,99999,58,1998
873205,99999,58,1998
206740,99999,58,1999
131160,99999,58,1999
637660,99999,58,1999
151650,99999,58,1999
247710,99999,58,1981
295400,99999,58,1981
726916,99999,58,1981
723925,23190,58,1981
722656,23040,58,1995
386180,99999,58,1995
536460,99999,58,1995
353940,99999,58,1995
082310,99999,58,1985
671570,99999,58,1985
547740,99999,58,1985
362310,99999,58,1985
602300,99999,58,1991
315130,99999,58,1991
947840,99999,58,1991
565480,99999,58,1997
541150,99999,58,1997
243430,99999,58,1997
306350,99999,58,1997
167060,99999,58,1997
162190,99999,58,1997
285880,99999,58,1993
712480,99999,58,1993
162630,99999,58,1993
595590,99999,58,1993
150330,99999,58,1992
686740,99999,58,1992
945490,99999,58,1992
946640,99999,58,1992
945100,99999,58,1992
235030,99999,58,1984
862330,99999,58,1984
082130,99999,58,1984
221000,99999,58,1984
472025,99999,58,1984
722860,23119,58,1984
151340,99999,58,1994
541150,99999,58,1994
671070,99999,58,1994
718550,99999,58,1994
348580,99999,58,1994
306690,99999,58,1994
339240,99999,58,1994
246520,99999,58,1994
539030,99999,58,1988
112140,99999,58,1988
370360,99999,58,1988
542260,99999,58,1988
916600,99999,58,1988
645500,99999,58,1982
874530,99999,58,1982
286370,99999,58,1982
287990,99999,58,1982
306690,99999,58,1982
085380,99999,58,1982
231030,99999,58,1983
783210,99999,58,1983
673350,99999,58,1983
357460,99999,58,1983
167490,99999,58,1983
766620,99999,58,1990
298940,99999,58,1990
305360,99999,58,1990
236320,99999,58,1990
252480,99999,58,1990
219310,99999,58,1990
560040,99999,58,1990
725830,24128,58,1990
725526,99999,58,1989
768480,99999,58,1989
727827,24110,58,1989
287910,99999,58,1989
419230,99999,58,1989
718360,99999,58,1989
239330,99999,58,1989
317860,99999,58,1989
161530,99999,58,1989
724880,23185,58,1989
020320,99999,58,1986
646000,99999,58,1986
301650,99999,58,1986
155110,99999,58,1986
163600,99999,58,1986
224460,99999,58,1987
307270,99999,58,1987
726377,99999,58,1987
724839,93225,58,1987
153560,99999,58,1996
360380,99999,58,1998
877910,99999,58,1998
920140,99999,58,1998
540490,99999,58,1999
722906,93112,58,1999
607690,99999,58,1999
945100,99999,58,1999
173520,99999,58,1999
286730,99999,58,1981
726155,99999,58,1981
744975,99999,58,1981
804480,99999,58,1981
645650,99999,58,1981
874800,99999,58,1995
480350,99999,58,1995
679770,99999,58,1995
153110,99999,58,1995
117230,99999,58,1995
943320,99999,58,1995
304320,99999,58,1985
308530,99999,58,1985
293930,99999,58,1985
221650,99999,58,1985
724090,14780,58,1991
287220,99999,58,1991
514670,99999,58,1991
350780,99999,58,1991
340470,99999,58,1991
727573,99999,58,1991
764594,99999,58,1991
943840,99999,58,1991
945840,99999,58,1991
983240,99999,58,1997
601560,99999,58,1997
983250,99999,58,1997
318450,99999,58,1997
477160,99999,58,1997
700636,27405,58,1997
646050,99999,58,1993
646650,99999,58,1993
354160,99999,58,1993
162210,99999,58,1993
987520,99999,58,1992
533520,99999,58,1992
586470,99999,58,1992
299150,99999,58,1992
582590,99999,58,1984
338460,99999,58,1984
346550,99999,58,1984
537380,99999,58,1994
287560,99999,58,1994
153370,99999,58,1994
309350,99999,58,1994
605500,99999,58,1988
537400,99999,58,1988
545870,99999,58,1988
649600,99999,58,1982
076840,99999,58,1982
225590,99999,58,1982
875820,99999,58,1982
292030,99999,58,1982
293560,99999,58,1982
785470,11624,58,1982
655620,99999,58,1983
308530,99999,58,1983
173300,99999,58,1983
514670,99999,58,1983
343570,99999,58,1983
176000,99999,58,1983
077520,99999,58,1990
167340,99999,58,1990
344090,99999,58,1990
075910,99999,58,1989
726068,99999,58,1989
995120,99999,58,1989
219820,99999,58,1989
671570,99999,58,1989
172920,99999,58,1989
845150,99999,58,1986
890590,99999,58,1986
538980,99999,58,1986
724655,93990,58,1987
845340,99999,58,1987
361040,99999,58,1987
223120,99999,58,1987
246390,99999,58,1987
401760,99999,58,1987
305540,99999,58,1987
723840,23155,58,1987
431890,99999,58,1996
353940,99999,58,1996
722687,93033,58,1998
306120,99999,58,1998
360030,99999,58,1998
165390,99999,58,1998
722636,93042,58,1999
111560,99999,58,1999
375530,99999,58,1999
292530,99999,58,1981
830640,99999,58,1981
844550,99999,58,1981
297350,99999,58,1981
218350,99999,58,1981
874970,99999,58,1995
783270,99999,58,1995
350670,99999,58,1995
471025,99999,58,1995
471066,99999,58,1995
171273,99999,58,1995
726467,99999,58,1995
164700,99999,58,1995
722599,99999,58,1995
670090,99999,58,1985
714503,99999,58,1985
545340,99999,58,1991
309250,99999,58,1991
221060,99999,58,1997
767410,99999,58,1997
077490,99999,58,1997
514670,99999,58,1997
085220,99999,58,1997
337230,99999,58,1993
238470,99999,58,1993
237740,99999,58,1993
723890,93193,58,1993
949170,99999,58,1993
163600,99999,58,1993
513790,99999,58,1992
235010,99999,58,1992
163000,99999,58,1992
154990,99999,58,1992
726165,99999,58,1984
616950,99999,58,1984
299230,99999,58,1984
537050,99999,58,1994
646560,99999,58,1994
678670,99999,58,1994
337610,99999,58,1994
726084,99999,58,1994
161680,99999,58,1994
724506,13986,58,1994
427790,99999,58,1988
255380,99999,58,1988
306640,99999,58,1988
785145,99999,58,1988
941220,99999,58,1988
312530,99999,58,1988
317020,99999,58,1988
299390,99999,58,1982
280440,99999,58,1982
314840,99999,58,1982
723525,93986,58,1982
297350,99999,58,1983
724095,14792,58,1983
038310,99999,58,1990
161150,99999,58,1990
303560,99999,58,1989
289660,99999,58,1989
292470,99999,58,1989
508340,99999,58,1989
227810,99999,58,1986
307410,99999,58,1986
343570,99999,58,1986
249080,99999,58,1987
601270,99999,58,1987
537720,99999,58,1987
722786,23104,58,1987
727827,24110,58,1987
723575,99999,58,1987
946260,99999,58,1996
416410,99999,58,1996
299560,99999,58,1998
530830,99999,58,1998
724855,23153,58,1998
784840,99999,58,1998
545270,99999,58,1999
293670,99999,58,1999
310880,99999,58,1999
804200,99999,58,1999
943120,99999,58,1999
010070,99999,58,1999
718275,99999,58,1999
010350,99999,58,1981
233160,99999,58,1981
726586,99999,58,1981
336790,99999,58,1981
726685,99999,58,1981
307770,99999,58,1981
304550,99999,58,1981
421820,99999,58,1995
583580,99999,58,1995
672370,99999,58,1995
788564,99999,58,1995
722123,99999,58,1995
165390,99999,58,1985
238670,99999,58,1985
354260,99999,58,1985
653190,99999,58,1985
245570,99999,58,1985
531490,99999,58,1985
369110,99999,58,1985
259410,99999,58,1985
972600,99999,58,1985
042300,99999,58,1991
152980,99999,58,1991
319170,99999,58,1991
230290,99999,58,1991
067440,99999,58,1991
278230,99999,58,1997
287970,99999,58,1997
506030,99999,58,1997
151740,99999,58,1993
526330,99999,58,1993
361860,99999,58,1993
082320,99999,58,1993
506030,99999,58,1993
541350,99999,58,1993
314390,99999,58,1993
512880,99999,58,1993
348250,99999,58,1992
154650,99999,58,1992
166240,99999,58,1992
702615,99999,58,1992
295530,99999,58,1984
316610,99999,58,1984
307290,99999,58,1984
723890,93193,58,1984
344760,99999,58,1994
947740,99999,58,1994
942830,99999,58,1994
319390,99999,58,1988
236290,99999,58,1988
231210,99999,58,1988
718915,99999,58,1982
350260,99999,58,1982
238590,99999,58,1983
837030,99999,58,1983
233240,99999,58,1983
337450,99999,58,1983
110210,99999,58,1990
726377,99999,58,1989
418590,99999,58,1989
965090,99999,58,1989
307140,99999,58,1989
874670,99999,58,1989
516440,99999,58,1989
315770,99999,58,1989
684610,99999,58,1986
132890,99999,58,1986
426750,99999,58,1986
152640,99999,58,1986
136250,99999,58,1986
081410,99999,58,1986
321160,99999,58,1986
314210,99999,58,1986
722051,12841,58,1986
153070,99999,58,1987
601050,99999,58,1987
433210,99999,58,1987
301510,99999,58,1987
533910,99999,58,1987
154080,99999,58,1998
144720,99999,58,1998
804400,99999,58,1998
874180,99999,58,1998
024640,99999,58,1998
085620,99999,58,1998
782623,99999,58,1998
784600,99999,58,1999
030750,99999,58,1999
645510,99999,58,1999
535880,99999,58,1999
172950,99999,58,1999
112120,99999,58,1981
311730,99999,58,1981
157250,99999,58,1995
719065,99999,58,1995
693524,99999,58,1995
724767,99999,58,1995
151820,99999,58,1985
223650,99999,58,1985
293670,99999,58,1985
288670,99999,58,1985
890560,99999,58,1985
536140,99999,58,1985
876450,99999,58,1985
371890,99999,58,1991
294710,99999,58,1991
112120,99999,58,1991
725805,24172,58,1991
038310,99999,58,1991
311740,99999,58,1997
943660,99999,58,1997
785260,99999,58,1997
618180,99999,58,1993
075790,99999,58,1993
646000,99999,58,1993
010017,99999,58,1992
725525,99999,58,1992
312530,99999,58,1992
589180,99999,58,1992
279830,99999,58,1992
237040,99999,58,1984
301570,99999,58,1984
530680,99999,58,1984
233050,99999,58,1994
022520,99999,58,1994
783580,99999,58,1988
874530,99999,58,1988
547510,99999,58,1988
163600,99999,58,1988
517090,99999,58,1988
209640,99999,58,1988
539030,99999,58,1982
229740,99999,58,1982
230740,99999,58,1982
337450,99999,58,1982
298940,99999,58,1982
423480,99999,58,1982
404160,99999,58,1982
723034,99999,58,1983
570770,99999,58,1990
690160,93114,58,1990
387130,99999,58,1990
233450,99999,58,1990
725805,24172,58,1990
031330,99999,58,1990
701190,99999,58,1989
873950,99999,58,1989
354160,99999,58,1989
313840,99999,58,1989
307580,99999,58,1989
152970,99999,58,1986
505480,99999,58,1986
033350,99999,58,1986
364390,99999,58,1987
644500,99999,58,1987
237340,99999,58,1987
726454,99999,58,1987
361520,99999,58,1996
946470,99999,58,1996
862970,99999,58,1996
514670,99999,58,1996
722104,92806,58,1996
945500,99999,58,1998
538980,99999,58,1999
287990,99999,58,1999
955410,99999,58,1999
851140,99999,58,1999
700634,99999,58,1999
400070,99999,58,1981
985530,99999,58,1981
236990,99999,58,1981
719110,99999,58,1981
718364,99999,58,1995
976900,99999,58,1995
297890,99999,58,1995
239230,99999,58,1985
722673,99999,58,1985
948660,99999,58,1985
745950,99999,58,1985
684960,99999,58,1991
161140,99999,58,1991
298270,99999,58,1991
030670,99999,58,1991
085680,99999,58,1991
654420,99999,58,1997
653300,99999,58,1997
952910,99999,58,1997
435990,99999,58,1997
013680,99999,58,1997
345550,99999,58,1993
637230,99999,58,1993
154750,99999,58,1993
153450,99999,58,1993
239460,99999,58,1993
222690,99999,58,1993
700637,27406,58,1993
312570,99999,58,1992
315500,99999,58,1992
284780,99999,58,1992
076560,99999,58,1984
317020,99999,58,1984
342470,99999,58,1984
723870,03160,58,1984
348450,99999,58,1994
112410,99999,58,1994
783490,99999,58,1994
401760,99999,58,1994
512880,99999,58,1994
723940,23273,58,1994
767383,99999,58,1994
947780,99999,58,1994
512880,99999,58,1988
109610,99999,58,1988
649110,99999,58,1988
306950,99999,58,1988
360910,99999,58,1988
820170,99999,58,1988
321490,99999,58,1988
361030,99999,58,1982
233450,99999,58,1983
360380,99999,58,1983
767500,99999,58,1983
604020,99999,58,1983
346910,99999,58,1983
747550,99999,58,1983
719110,99999,58,1990
471315,99999,58,1990
308220,99999,58,1990
533520,99999,58,1990
294050,99999,58,1990
313710,99999,58,1990
510870,99999,58,1990
724490,13993,58,1990
962950,99999,58,1989
297120,99999,58,1989
605310,99999,58,1989
314840,99999,58,1989
154250,99999,58,1986
508440,99999,58,1986
306170,99999,58,1986
310870,99999,58,1986
257030,99999,58,1986
389540,99999,58,1987
363350,99999,58,1987
249440,99999,58,1987
480010,99999,58,1996
152780,99999,58,1996
319890,99999,58,1996
232560,99999,58,1996
014703,99999,58,1998
702312,26519,58,1998
151620,99999,58,1998
312530,99999,58,1998
878280,99999,58,1998
722650,23023,58,1999
653870,99999,58,1999
119300,99999,58,1981
726585,99999,58,1981
744940,99999,58,1981
767410,99999,58,1981
248260,99999,58,1981
726376,99999,58,1981
839280,99999,58,1995
971200,99999,58,1995
304330,99999,58,1995
315210,99999,58,1985
377890,99999,58,1985
966950,99999,58,1985
725556,99999,58,1991
312950,99999,58,1991
725865,99999,58,1991
082720,99999,58,1997
995950,99999,58,1997
724957,99999,58,1997
084290,99999,58,1993
723656,23049,58,1993
537230,99999,58,1993
961710,99999,58,1992
235520,99999,58,1992
