stn,wban,c,year
156550,99999,144,1997
477990,99999,144,1997
070930,99999,144,1997
725205,14762,144,1997
568860,99999,144,1993
722106,12835,144,1993
718480,99999,144,1993
722405,13976,144,1992
718310,99999,144,1992
582650,99999,144,1984
478820,99999,144,1984
150850,99999,144,1994
037930,99999,144,1988
722345,03866,144,1988
593620,99999,144,1982
467640,99999,144,1982
026060,99999,144,1982
747804,99999,144,1982
029110,99999,144,1983
725830,24128,144,1983
725910,24216,144,1983
107240,99999,144,1990
723306,13825,144,1990
564440,99999,144,1990
723120,03870,144,1990
723125,93846,144,1989
727885,99999,144,1989
480960,99999,144,1986
987480,99999,144,1986
724040,13721,144,1986
476600,99999,144,1986
725180,14735,144,1987
984300,99999,144,1996
747686,13820,144,1996
029440,99999,144,1996
829930,99999,144,1996
723306,13825,144,1996
722175,13860,144,1996
070750,99999,144,1998
072300,99999,144,1998
073540,34048,144,1999
716210,99999,144,1999
266290,99999,143,1981
916700,99999,143,1981
109460,99999,143,1981
722070,03822,143,1995
010680,99999,143,1985
013040,99999,143,1985
703210,99999,143,1991
725360,94830,143,1997
702607,99999,143,1997
725070,14765,143,1993
489000,99999,143,1993
033420,99999,143,1992
722290,03881,143,1984
131160,99999,143,1984
718340,99999,143,1994
488260,99999,143,1994
564440,99999,143,1994
268320,99999,143,1994
152000,99999,143,1994
995030,99999,143,1994
722310,12916,143,1988
718955,25237,143,1982
106750,99999,143,1982
725290,14768,143,1982
477990,99999,143,1983
725180,14735,143,1983
121350,99999,143,1989
725156,14748,143,1989
726227,94790,143,1986
450110,99999,143,1986
025440,99999,143,1986
474090,99999,143,1986
724050,13743,143,1987
477370,99999,143,1998
725335,99999,143,1998
722056,12834,143,1999
746930,93737,143,1999
852010,99999,143,1981
718970,99999,143,1981
724320,93817,143,1981
962210,99999,143,1995
265180,99999,143,1995
725540,14949,143,1995
747946,99999,143,1995
780620,99999,143,1985
960350,99999,143,1985
119030,99999,143,1985
916600,99999,143,1985
725330,14827,143,1985
024180,99999,143,1991
722555,12935,143,1991
725126,14736,143,1991
025240,99999,143,1991
948510,99999,143,1991
725250,14852,143,1991
569690,99999,143,1997
466990,99999,143,1997
722550,12912,143,1993
033870,99999,143,1993
061430,99999,143,1992
111010,99999,143,1992
025660,99999,143,1992
101770,99999,143,1992
766753,99999,143,1992
170670,99999,143,1984
722480,13957,143,1984
373950,99999,143,1982
716240,99999,143,1982
029580,99999,143,1983
717390,99999,143,1983
711820,99999,143,1990
471560,99999,143,1990
984300,99999,143,1990
725440,14923,143,1990
948420,99999,143,1990
724075,13735,143,1989
024000,99999,143,1986
061910,99999,143,1987
724037,93728,143,1987
712650,99999,143,1996
022060,99999,143,1998
919250,99999,143,1998
330410,99999,143,1998
726904,24231,143,1999
970720,99999,143,1999
724096,14706,143,1999
725060,99999,143,1999
561670,99999,143,1999
565710,99999,143,1999
711064,99999,143,1999
725127,04726,143,1999
563570,99999,143,1981
171280,99999,143,1981
026400,99999,143,1981
266450,99999,143,1981
688420,99999,143,1995
478950,99999,143,1995
477780,99999,143,1995
804150,99999,143,1985
010780,99999,143,1985
725290,14768,143,1985
260635,99999,143,1985
725465,14950,143,1991
071030,99999,143,1991
725126,14736,143,1997
117480,99999,143,1997
918400,99999,143,1993
033420,99999,143,1984
870160,99999,143,1984
085490,99999,143,1984
026800,99999,143,1984
723125,93846,143,1994
262150,99999,143,1994
724220,93820,143,1994
061390,99999,143,1988
726227,94790,143,1988
723145,03810,143,1982
722345,03866,143,1990
029050,99999,143,1989
716200,99999,143,1989
722540,13958,143,1986
725320,14842,143,1986
784850,99999,143,1987
275185,99999,143,1987
011410,99999,143,1996
722226,93841,143,1996
726060,14764,143,1996
579160,99999,143,1998
949700,99999,143,1999
477770,99999,143,1999
717255,99999,143,1999
080450,99999,143,1981
474200,99999,143,1981
726225,04742,143,1981
011070,99999,143,1995
727347,14841,143,1995
843770,99999,143,1995
723240,13882,143,1995
108650,99999,143,1985
722180,03820,143,1985
722486,13942,143,1991
029110,99999,143,1991
038140,99999,143,1991
948680,99999,143,1991
964650,99999,143,1997
916500,99999,143,1997
722110,12842,143,1993
745980,13702,143,1993
040650,99999,143,1992
722535,12909,143,1992
030600,99999,143,1984
725156,14748,143,1984
727846,24160,143,1984
103200,99999,143,1994
725140,14778,143,1994
029350,99999,143,1982
266450,99999,143,1982
716100,99999,143,1982
024580,99999,143,1983
584240,99999,143,1983
912750,21603,143,1983
064810,99999,143,1990
110280,99999,143,1990
030210,99999,143,1990
643900,99999,143,1989
571780,99999,143,1989
072600,99999,143,1987
569590,99999,143,1996
961710,99999,143,1998
786410,99999,143,1998
085150,99999,143,1999
838400,99999,143,1981
125660,99999,143,1981
599850,99999,143,1981
075580,99999,143,1981
722175,13860,143,1995
716100,99999,143,1985
711870,99999,143,1991
227210,99999,143,1991
726450,14898,143,1991
710780,99999,143,1993
804250,99999,143,1993
718110,99999,143,1993
619960,99999,143,1992
124550,99999,143,1992
789880,99999,143,1992
725037,94745,143,1992
948040,99999,143,1992
160660,99999,143,1984
789510,99999,143,1988
150040,99999,143,1988
560670,99999,143,1982
277310,99999,143,1982
724125,99999,143,1983
725140,14778,143,1983
855850,99999,143,1990
111570,99999,143,1990
108180,99999,143,1989
722435,12918,143,1989
702700,99999,143,1989
485010,99999,143,1986
072880,99999,143,1986
467610,99999,143,1986
586530,99999,143,1986
040770,99999,143,1986
477590,99999,143,1987
471410,43219,143,1987
561160,99999,143,1996
726227,94790,143,1998
221130,99999,143,1998
725330,14827,143,1998
723320,93862,143,1998
985580,99999,143,1999
012400,99999,143,1999
696654,99999,143,1999
946380,99999,143,1981
072070,99999,143,1981
094490,99999,143,1981
716330,99999,143,1981
969350,99999,143,1995
727790,24146,143,1995
724050,13743,143,1995
717255,99999,143,1995
095670,99999,143,1991
727790,24146,143,1991
104260,99999,143,1991
267810,99999,143,1997
014940,99999,143,1997
716230,99999,143,1997
122500,99999,143,1993
915650,99999,143,1992
485170,99999,143,1992
260590,99999,143,1992
839710,99999,143,1992
787410,99999,143,1984
075030,99999,143,1984
475810,99999,143,1984
724177,13734,143,1984
722350,03940,143,1984
719500,99999,143,1994
475920,99999,143,1994
726055,99999,143,1988
571440,99999,143,1982
486200,99999,143,1982
037490,99999,143,1982
107295,99999,143,1983
983270,99999,143,1983
804150,99999,143,1990
033870,99999,143,1990
476600,99999,143,1990
474890,99999,143,1989
260940,99999,143,1989
725197,94794,143,1989
475950,99999,143,1986
857660,99999,143,1986
122500,99999,143,1986
572450,99999,143,1986
716200,99999,143,1987
717000,99999,143,1987
266450,99999,143,1987
639800,99999,143,1996
064900,99999,143,1996
029130,99999,143,1998
476010,99999,143,1981
743920,14611,143,1981
560960,99999,143,1995
619860,99999,143,1995
485700,99999,143,1995
948650,99999,143,1995
722015,12850,143,1985
875760,99999,143,1985
107120,99999,143,1985
718160,99999,143,1991
013200,99999,143,1997
110280,99999,143,1997
260630,99999,143,1997
038800,99999,143,1997
567860,99999,143,1992
260380,99999,143,1984
723489,03935,143,1984
040630,99999,143,1994
724350,03816,143,1994
940760,99999,143,1994
561460,99999,143,1988
151200,99999,143,1988
025560,99999,143,1982
265440,99999,143,1982
725287,04724,143,1982
725946,24286,143,1983
722516,12928,143,1983
126950,99999,143,1990
485640,99999,143,1989
026060,99999,143,1989
722070,03822,143,1989
262470,99999,143,1986
037490,99999,143,1987
722056,12834,143,1987
964490,99999,143,1987
474880,99999,143,1996
128220,99999,143,1998
725140,14778,143,1998
744910,14703,143,1998
722146,12816,143,1999
948280,99999,143,1999
561820,99999,143,1999
483250,99999,143,1981
035413,99999,143,1995
747950,12867,143,1995
471220,99999,143,1985
963150,99999,143,1991
724040,13721,143,1991
032620,99999,143,1997
574760,99999,143,1997
722226,93841,143,1993
838093,99999,143,1993
162890,99999,143,1984
722225,03855,143,1984
726060,14764,143,1994
128390,99999,143,1994
716330,99999,143,1988
789900,99999,143,1988
917540,99999,143,1988
485800,99999,143,1988
024580,99999,143,1988
725210,14895,143,1988
275530,99999,143,1982
619800,99999,143,1982
029660,99999,143,1982
723150,03812,143,1983
726580,14922,143,1983
727450,14913,143,1983
085450,99999,143,1990
467403,99999,143,1989
124690,99999,143,1989
118410,99999,143,1989
717330,99999,143,1986
467425,99999,143,1986
010680,99999,143,1986
561460,99999,143,1986
584240,99999,143,1986
984290,99999,143,1987
080140,99999,143,1996
321650,99999,143,1996
265240,99999,143,1998
076000,99999,143,1998
022880,99999,143,1998
476320,99999,143,1998
976820,99999,143,1999
262150,99999,143,1999
949950,99999,143,1999
152470,99999,143,1981
975600,99999,143,1981
949950,99999,143,1981
718830,99999,143,1995
822810,99999,143,1995
725946,24286,143,1995
478440,99999,143,1995
576690,99999,143,1985
076300,99999,143,1985
119680,99999,143,1985
275320,99999,143,1985
725460,14933,143,1985
724230,93821,143,1985
984290,99999,143,1991
787170,99999,143,1997
085480,99999,143,1997
716090,99999,143,1997
722280,13876,143,1993
726223,94725,143,1993
011830,99999,143,1993
485650,99999,143,1992
725095,94746,143,1992
747686,13820,143,1994
557730,99999,143,1988
024460,99999,143,1988
122350,99999,143,1988
267020,99999,143,1988
715380,99999,143,1988
271130,99999,143,1982
725350,14848,143,1982
268980,99999,143,1983
071790,34051,143,1983
919250,99999,143,1990
080010,99999,143,1989
984400,99999,143,1989
912450,41606,143,1986
022260,99999,143,1986
722350,03940,143,1986
724040,13721,143,1987
948500,99999,143,1996
170670,99999,143,1996
125300,99999,143,1996
716230,99999,143,1996
716330,99999,143,1998
109350,99999,143,1998
742006,99999,143,1998
722210,99999,143,1998
110300,99999,143,1999
126900,99999,143,1999
949070,99999,143,1981
110300,99999,143,1981
170220,99999,143,1995
029630,99999,143,1995
116590,99999,143,1995
476150,99999,143,1995
033450,99999,143,1995
718794,99999,143,1995
590210,99999,143,1985
712010,99999,143,1985
435990,99999,143,1991
111570,99999,143,1991
723540,13919,143,1991
915650,99999,143,1997
265290,99999,143,1997
069900,99999,143,1997
846860,99999,143,1997
074810,99999,143,1997
567680,99999,143,1993
474900,99999,143,1993
470550,99999,143,1992
466990,99999,143,1992
723446,13971,143,1992
334150,99999,143,1992
725128,99999,143,1992
712035,99999,143,1992
727790,24146,143,1984
723170,13723,143,1984
128250,99999,143,1994
151200,99999,143,1994
476550,99999,143,1994
466990,99999,143,1983
010010,99999,143,1983
722146,12816,143,1983
075490,99999,143,1990
725430,94822,143,1990
723240,13882,143,1990
471064,99999,143,1990
125750,99999,143,1989
724466,03929,143,1986
725366,14825,143,1987
122100,99999,143,1987
723345,93839,143,1987
170220,99999,143,1996
029580,99999,143,1999
948660,99999,143,1999
478580,99999,143,1981
334290,99999,143,1981
116480,99999,143,1981
477700,99999,143,1985
011410,99999,143,1985
262420,99999,143,1991
725440,14923,143,1991
722345,03866,143,1993
725244,99999,143,1992
723540,13919,143,1992
073850,99999,143,1984
072010,99999,143,1984
722160,13869,143,1994
983330,99999,143,1994
560960,99999,143,1994
582650,99999,143,1994
718250,99999,143,1994
074120,99999,143,1994
767410,99999,143,1988
717180,99999,143,1988
150420,99999,143,1988
107280,99999,143,1988
092700,99999,143,1982
986460,99999,143,1982
724450,03945,143,1982
722065,93837,143,1990
073740,99999,143,1990
822810,99999,143,1990
471070,99999,143,1990
723140,13881,143,1990
725025,94741,143,1989
949670,99999,143,1989
263780,99999,143,1989
029520,99999,143,1989
724320,93817,143,1989
725156,14748,143,1986
983280,99999,143,1987
070020,99999,143,1987
124950,99999,143,1987
106260,99999,143,1996
725150,04725,143,1996
010550,99999,143,1998
783840,11813,143,1999
268980,99999,142,1981
946720,99999,142,1995
724035,13773,142,1995
224710,99999,142,1995
266290,99999,142,1995
076300,99999,142,1995
722190,13874,142,1985
477820,99999,142,1985
109460,99999,142,1991
070550,99999,142,1993
583140,99999,142,1993
275185,99999,142,1993
747950,12867,142,1992
722576,03902,142,1992
268980,99999,142,1984
023760,99999,142,1984
722310,12916,142,1984
722166,93845,142,1994
485520,99999,142,1994
836490,99999,142,1994
033730,99999,142,1994
725290,14768,142,1988
485650,99999,142,1982
026240,99999,142,1982
722210,13858,142,1982
715380,99999,142,1983
275185,99999,142,1983
576020,99999,142,1989
477590,99999,142,1989
333930,99999,142,1987
724320,93817,142,1996
723170,13723,142,1998
890570,99999,142,1999
221130,99999,142,1981
725150,04725,142,1995
619800,99999,142,1995
958810,99999,142,1995
133530,99999,142,1991
569590,99999,142,1997
745980,13702,142,1997
596730,99999,142,1993
485320,99999,142,1992
085430,99999,142,1984
565710,99999,142,1984
029190,99999,142,1984
471820,99999,142,1984
722050,12815,142,1984
263240,99999,142,1994
717330,99999,142,1994
075020,99999,142,1994
066300,99999,142,1988
723075,13769,142,1988
033450,99999,142,1988
476600,99999,142,1982
702310,26510,142,1982
916310,99999,142,1983
471066,99999,142,1990
784850,99999,142,1990
565860,99999,142,1990
471180,99999,142,1990
072800,99999,142,1989
557730,99999,142,1989
595010,99999,142,1989
372600,99999,142,1989
747750,13846,142,1989
604190,99999,142,1986
121150,99999,142,1986
029660,99999,142,1986
722270,13864,142,1986
095780,99999,142,1987
560960,99999,142,1987
114140,99999,142,1996
122950,99999,142,1998
275155,99999,142,1998
820220,99999,142,1999
716100,99999,142,1999
722080,13880,142,1999
725090,14739,142,1981
725140,14778,142,1981
106160,99999,142,1995
726904,24231,142,1995
835760,99999,142,1995
064310,99999,142,1995
013840,99999,142,1995
724210,93814,142,1985
724400,13995,142,1985
271130,99999,142,1991
726050,14745,142,1991
745940,13705,142,1991
121250,99999,142,1997
121950,99999,142,1997
108600,99999,142,1993
724556,13989,142,1993
723040,93729,142,1993
722480,13957,142,1993
474890,99999,142,1993
724455,14938,142,1992
029840,99999,142,1992
040650,99999,142,1984
718160,99999,142,1988
165970,99999,142,1982
080450,99999,142,1990
336310,99999,142,1990
582510,99999,142,1989
115410,99999,142,1989
636950,99999,142,1986
075030,99999,142,1986
724380,93819,142,1986
034040,99999,142,1986
029170,99999,142,1987
477700,99999,142,1996
010550,99999,142,1996
333930,99999,142,1996
722430,12960,142,1996
477390,99999,142,1998
062420,99999,142,1998
467620,99999,142,1998
111300,99999,142,1998
071430,99999,142,1998
726223,94725,142,1999
074860,99999,142,1999
339100,99999,142,1981
150850,99999,142,1995
723320,93862,142,1995
026720,99999,142,1985
477700,99999,142,1991
125000,99999,142,1991
038300,99999,142,1991
780160,13601,142,1997
485320,99999,142,1997
072400,99999,142,1997
725247,99999,142,1997
070370,99999,142,1993
830950,99999,142,1993
723405,03930,142,1993
061560,99999,142,1992
724396,93989,142,1992
072920,99999,142,1992
029660,99999,142,1992
814080,99999,142,1994
725126,14736,142,1994
485670,99999,142,1994
268500,99999,142,1988
723170,13723,142,1988
722146,12816,142,1982
723106,13744,142,1982
042700,99999,142,1983
335260,99999,142,1983
574940,99999,142,1983
725197,94794,142,1983
717330,99999,142,1983
725250,14852,142,1983
010330,99999,142,1990
637140,99999,142,1989
717390,99999,142,1989
852010,99999,142,1986
822440,99999,142,1986
722010,12836,142,1986
716280,99999,142,1987
984440,99999,142,1987
726940,24232,142,1987
725320,14842,142,1987
940760,99999,142,1996
450070,99999,142,1996
025260,99999,142,1996
725330,14827,142,1996
969250,99999,142,1998
722280,13876,142,1998
435550,99999,142,1998
747900,13849,142,1998
983300,99999,142,1999
723075,13769,142,1999
060430,99999,142,1999
478230,99999,142,1999
474010,99999,142,1999
014830,99999,142,1999
026640,99999,142,1981
567780,99999,142,1995
722340,13865,142,1995
103200,99999,142,1995
061910,99999,142,1995
474890,99999,142,1991
126600,99999,142,1991
723170,13723,142,1991
915070,99999,142,1997
723090,13754,142,1997
150800,99999,142,1997
983330,99999,142,1992
591340,99999,142,1992
107240,99999,142,1992
717390,99999,142,1992
274020,99999,142,1984
984290,99999,142,1994
128120,99999,142,1994
722350,03940,142,1994
784850,99999,142,1988
830950,99999,142,1988
727435,99999,142,1988
066720,99999,142,1982
476380,99999,142,1982
724286,93824,142,1982
561730,99999,142,1983
949950,99999,142,1983
108150,99999,142,1983
025640,99999,142,1990
948320,99999,142,1990
477390,99999,142,1989
717270,99999,142,1989
724125,99999,142,1986
724286,93824,142,1986
108150,99999,142,1986
073000,99999,142,1986
477210,99999,142,1986
121150,99999,142,1987
561370,99999,142,1987
066430,99999,142,1987
722225,03855,142,1987
125000,99999,142,1996
727830,24149,142,1996
011410,99999,142,1998
711870,99999,142,1998
724290,93815,142,1998
010980,99999,142,1999
268250,99999,142,1981
983360,99999,142,1995
485640,99999,142,1995
066600,99999,142,1995
745980,13702,142,1995
840710,99999,142,1985
723415,99999,142,1991
333010,99999,142,1997
152900,99999,142,1997
025260,99999,142,1997
140150,99999,142,1997
471330,99999,142,1992
025880,99999,142,1984
727926,99999,142,1994
061910,99999,142,1994
474180,99999,142,1994
724080,13739,142,1994
725200,94823,142,1988
075580,99999,142,1982
917620,99999,142,1982
475980,99999,142,1982
879250,99999,142,1983
